"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Butterfly (Pec Deck)",,"",2,"normal",45,13,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Single Arm Curl (Cable)",,"",0,"normal",10,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Single Arm Curl (Cable)",,"",1,"normal",10,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Single Arm Curl (Cable)",,"",2,"normal",10,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Single Arm Curl (Cable)",,"",3,"normal",10,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Single Arm Curl (Cable)",,"",4,"normal",15,8,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Single Arm Curl (Cable)",,"",5,"normal",15,8,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Reverse Curl (Cable)",,"",0,"normal",15,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Reverse Curl (Cable)",,"",1,"normal",15,12,,,
"Séance pecs biceps","Apr 5, 2024, 4:04 PM","Apr 5, 2024, 4:40 PM","Trop la flemme jsuis endormi jvais faire 20min de velo c'est bon ...","Reverse Curl (Cable)",,"",2,"normal",15,12,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","Dumbbell Step Up",,"",0,"normal",4,12,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","Dumbbell Step Up",,"",1,"normal",8,12,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","Dumbbell Step Up",,"",2,"normal",8,12,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","seated jump",,"",0,"normal",6,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","seated jump",,"",1,"normal",6,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","seated jump",,"",2,"normal",8,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","seated jump",,"",3,"normal",8,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","seated jump",,"",4,"normal",8,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","saut depuis boite",,"",0,"normal",4,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","saut depuis boite",,"",1,"normal",4,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","saut depuis boite",,"",2,"normal",4,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","saut depuis boite",,"",3,"normal",6,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","saut depuis boite",,"",4,"normal",6,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","genous vers boite",,"",0,"normal",,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","genous vers boite",,"",1,"normal",,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","genous vers boite",,"",2,"normal",,3,,,
"PYLO","Apr 3, 2024, 4:33 PM","Apr 3, 2024, 4:49 PM","","genous vers boite",,"",3,"normal",4,3,,,
